主楼	0.9818079419389595	1.618746026508799
法学院	1.4325154513874534	1.387030052166008
格物楼	0.17846353802429496	0.9578954178911762
理学楼	-0.43708607015195206	0.7889184289433426
经管学院	-0.0635830876336386	0.8533304493683677
幼儿园	0.15551084073051938	0.6952282175974763
图书馆	0.9338159383822033	1.0934116176312525
软件学院	1.2447206559214636	1.0365282744550357
致知楼	1.1236973430898258	0.9302902661874491
美食长廊	1.5472789378563312	0.821542698981977
三公寓	1.7016879920051449	0.7404002837235053
二公寓	1.9938132296441844	0.5848076116562975
七八公寓	-1.040155387146137	-0.9571791266037422
十一公寓	-0.8721622721579051	-1.2301549473951812
四公寓	-1.2375447628568694	-1.0914085816741685
十公寓	-0.8336798676204363	-0.7472176551298435
十八公寓	-0.4565581802969058	-0.33099969337706825
正心楼	-1.0772681948492302	-0.5625037954445024
学苑	-0.8190058719131773	-0.4549605652498058
学士	-0.5490043526303277	-0.5764598563987712
篮球场	-0.5695479465136559	-1.0493334412431787
体育场	-0.1586760691408845	-1.642093140040206
游泳馆	-0.7236249004917209	-1.7521098702318778
活动中心	-0.9041150465291834	-1.5008790843361428
行政楼	-1.2504213428968494	-0.051066183475491626
诚意楼	-0.230578647590978	-0.7078117978773923
体育馆	-1.3559275336753858	-0.7677415893678726
能源学院	-0.1616700049002235	0.21572665844080913
